City,Hotel Name,Value,Cleanliness,Room,Location,Service,Overall
london,uk england london portobello gold,2.5,5.0,0.0,5.0,0.0,2.5
london,uk england london portobello hotel,0.56,3.0,0.0,5.0,1.67,2.0460000000000003
london,uk england london premier by eurotraveller,0.0,5.0,0.0,5.0,0.0,2.0
london,uk england london premier inn london beckton,5.0,5.0,0.0,0.0,0.0,2.0
london,uk england london premier inn london buckhurst hill,0.0,5.0,0.0,0.0,0.0,1.0
london,uk england london premier inn london city tower hill,1.27,4.89,5.0,5.0,5.0,4.232
london,uk england london premier inn london county hall,2.13,4.78,2.5,4.72,5.0,3.8259999999999996
london,uk england london premier inn london docklands excel,2.5,5.0,0.0,5.0,5.0,3.5
london,uk england london premier inn london edgware,0.0,5.0,5.0,5.0,5.0,4.0
london,uk england london premier inn london euston,2.58,4.91,1.0,5.0,3.33,3.364
london,uk england london premier inn london hammersmith,2.5,5.0,1.67,5.0,5.0,3.8340000000000005
london,uk england london premier inn london hampstead,3.75,5.0,5.0,5.0,5.0,4.75
london,uk england london premier inn london kensington,1.83,5.0,2.5,5.0,3.89,3.6439999999999997
london,uk england london premier inn london kensington olympia,0.71,4.66,5.0,5.0,5.0,4.074
london,uk england london premier inn london kew,5.0,5.0,0.0,5.0,5.0,4.0
london,uk england london premier inn london kings cross st pancras,1.84,4.83,1.36,5.0,5.0,3.6060000000000003
london,uk england london premier inn london putney bridge,1.67,5.0,5.0,5.0,5.0,4.3340000000000005
london,uk england london premier inn london tower bridge,2.0,5.0,5.0,5.0,5.0,4.4
london,uk england london premier inn london victoria,3.0,5.0,0.0,5.0,5.0,3.6
london,uk england london premier inn london wimbeldon south,5.0,5.0,0.0,5.0,0.0,3.0
london,uk england london premier west hotel,5.0,2.73,5.0,2.5,0.0,3.0460000000000003
london,uk england london president hotel,2.27,4.28,0.0,4.76,5.0,3.2620000000000005
london,uk england london princes square hotel,3.24,4.69,0.0,2.5,5.0,3.086
london,uk england london prince william hotel,3.0,2.66,0.0,1.67,5.0,2.466
london,uk england london quality crown hotel hyde park,0.17,4.48,0.0,5.0,5.0,2.93
london,uk england london quality crown hotel kensington,1.67,5.0,0.0,4.57,5.0,3.248
london,uk england london quality crown hotel paddington,1.19,4.92,0.0,5.0,5.0,3.222
london,uk england london quality hotel hampstead,2.78,3.57,5.0,5.0,5.0,4.2700000000000005
london,uk england london quality hotel harrow,0.0,3.33,0.0,5.0,0.0,1.666
london,uk england london quality hotel wembley,2.0,3.57,5.0,5.0,0.0,3.114
london,uk england london queensway hotel,4.33,4.79,0.0,5.0,5.0,3.8240000000000003
london,uk england london queens hotel,5.0,0.45,0.0,5.0,0.0,2.09
london,uk england london queens hotel crystal palace,3.75,2.31,0.0,3.46,5.0,2.904
london,uk england london queens park hotel,3.62,2.52,0.0,4.0,5.0,3.028
london,uk england london queen s hotel,5.0,0.0,0.0,0.0,0.0,1.0
london,uk england london radisson edwardian berkshire hotel,0.0,5.0,5.0,4.09,5.0,3.818
london,uk england london radisson edwardian bloomsbury street,0.5,4.81,5.0,5.0,5.0,4.061999999999999
london,uk england london radisson edwardian grafton hotel,0.16,4.27,1.5,4.72,5.0,3.13
london,uk england london radisson edwardian hampshire hotel,0.0,4.45,0.0,4.71,5.0,2.832
london,uk england london radisson edwardian kenilworth hotel,2.3,4.26,0.0,4.69,5.0,3.25
london,uk england london radisson edwardian leicester square hotel,0.0,5.0,3.0,3.89,5.0,3.378
london,uk england london radisson edwardian mountbatten hotel,0.0,5.0,0.0,5.0,5.0,3.0
london,uk england london radisson edwardian new providence wharf,0.31,5.0,1.67,4.58,4.09,3.13
london,uk england london radisson edwardian sussex hotel,0.0,4.81,0.0,5.0,5.0,2.9619999999999997
london,uk england london radisson edwardian vanderbilt,1.07,4.22,0.0,4.26,5.0,2.91
london,uk england london radisson sas hotel london stansted airport,0.0,5.0,0.0,5.0,5.0,3.0
london,uk england london radisson sas portman hotel,1.25,4.6,3.0,5.0,5.0,3.7700000000000005
london,uk england london radnor bayswater hotel,0.0,1.36,0.0,1.67,5.0,1.6060000000000003
london,uk england london raglan hotel,3.0,3.7,0.0,0.0,5.0,2.34
london,uk england london ramada ealing,0.29,5.0,0.0,5.0,3.0,2.658
london,uk england london ramada encore london west,1.22,4.87,2.69,5.0,5.0,3.7560000000000002
london,uk england london ramada hotel and suites london docklands,0.0,4.76,0.0,5.0,5.0,2.952
london,uk england london ramada hyde park,1.67,4.1,5.0,5.0,5.0,4.154
london,uk england london ramada jarvis marylebone hotel,5.0,5.0,0.0,5.0,5.0,4.0
london,uk england london rasool court hotel,2.0,0.86,0.0,5.0,0.0,1.5719999999999998
london,uk england london rathbone hotel,0.93,4.61,5.0,5.0,5.0,4.108
london,uk england london reem hotel,4.23,3.97,0.0,5.0,5.0,3.6400000000000006
london,uk england london regency court hotel,0.0,0.0,5.0,0.0,0.0,1.0
london,uk england london regency hotel nottingham place,5.0,5.0,0.0,5.0,0.0,3.0
london,uk england london regency hotel queen s gate,1.36,4.44,0.0,4.62,5.0,3.0840000000000005
london,uk england london regency house,1.0,4.23,5.0,5.0,5.0,4.046
london,uk england london regent s park hotel,1.0,5.0,0.0,5.0,5.0,3.2
london,uk england london renaissance chancery court london,0.0,4.54,2.78,5.0,5.0,3.464
london,uk england london rhodes hotel,0.63,4.69,0.0,5.0,0.0,2.064
london,uk england london ridgemount hotel,1.67,4.83,0.0,5.0,5.0,3.3
london,uk england london ridgeway hotel chingford,0.0,0.0,0.0,0.0,0.0,0.0
london,uk england london romanos hotel,5.0,2.78,0.0,5.0,0.0,2.556
london,uk england london rookery hotel,3.75,5.0,0.0,5.0,5.0,3.75
london,uk england london rosebery hall residence,1.67,5.0,0.0,0.0,0.0,1.334
london,uk england london rose court hotel,3.46,3.57,0.0,5.0,0.0,2.4059999999999997
london,uk england london royal adelphi hotel,2.14,5.0,0.0,5.0,5.0,3.428
london,uk england london royal court apartments,1.39,4.15,0.0,5.0,5.0,3.1079999999999997
london,uk england london royal eagle hotel,2.27,4.03,0.0,3.33,5.0,2.926
london,uk england london royal garden hotel,0.0,4.49,2.5,5.0,5.0,3.3980000000000006
london,uk england london royal guest house 2,5.0,0.0,0.0,0.0,0.0,1.0
london,uk england london royal horseguards,0.0,4.08,0.63,5.0,5.0,2.942
london,uk england london royal hyde park,5.0,2.14,0.0,1.67,5.0,2.762
london,uk england london royal national hotel,3.38,3.7,0.0,4.06,5.0,3.228
london,uk england london royal norfolk hotel,3.57,2.88,0.0,1.67,5.0,2.6239999999999997
london,uk england london royal over seas league,5.0,0.0,0.0,0.0,0.0,1.0
london,uk england london royal park hotel,0.0,4.91,5.0,4.7,5.0,3.9219999999999997
london,uk england london rubens at the palace,0.0,4.65,0.83,4.86,5.0,3.068
london,uk england london rubens hotel,1.67,0.0,0.0,0.0,5.0,1.334
london,uk england london ruskin,2.14,4.64,0.0,5.0,5.0,3.3560000000000003
london,uk england london russell hotel,0.09,3.74,0.0,4.86,4.41,2.62
london,uk england london rydges kensington plaza hotel,2.06,4.17,0.0,4.63,5.0,3.1719999999999997
london,uk england london saint georges hotel,1.0,3.33,5.0,4.05,0.0,2.6759999999999997
london,uk england london saint simeon,2.33,1.84,0.0,5.0,5.0,2.834
london,uk england london sanctum soho hotel,0.0,5.0,0.0,5.0,0.0,2.0
london,uk england london sanderson hotel london,0.0,4.0,0.0,5.0,5.0,2.8
london,uk england london sara hotel,5.0,1.0,0.0,0.0,0.0,1.2
london,uk england london scala house,3.18,4.2,0.0,5.0,5.0,3.4760000000000004
london,uk england london searcy s roof garden rooms,2.5,4.33,0.0,5.0,5.0,3.3659999999999997
london,uk england london seven dials hotel,1.52,4.72,0.0,5.0,5.0,3.248
london,uk england london seymour hotel,5.0,3.57,0.0,5.0,0.0,2.714
london,uk england london shaftesbury hyde park international,5.0,5.0,0.0,0.0,5.0,3.0
london,uk england london shaftesbury metropolis london hyde park,2.86,4.32,0.0,5.0,5.0,3.436
london,uk england london shaftesbury metropolitan hotel,1.0,3.0,0.0,0.0,0.0,0.8
london,uk england london shaftesbury premier hotel london paddington,3.0,4.8,0.0,5.0,5.0,3.56
london,uk england london shaftesbury premier hyde park paddington,1.22,4.41,0.0,4.58,5.0,3.0420000000000003
london,uk england london shaftesbury premier london notting hill,5.0,3.95,0.0,5.0,5.0,3.79
london,uk england london shakespeare hotel,2.5,2.5,0.0,2.14,0.0,1.4280000000000002
london,uk england london sheraton belgravia hotel,0.0,5.0,0.0,5.0,5.0,3.0
london,uk england london sheraton park tower,0.0,3.89,0.0,5.0,5.0,2.778
london,uk england london sidney hotel,2.14,4.38,0.0,5.0,5.0,3.304
london,uk england london sir alfred hitchcock hotel,0.0,0.0,0.0,0.0,0.0,0.0
london,uk england london sleeping beauty motel,3.75,4.15,0.0,3.57,5.0,3.2939999999999996
london,uk england london sloane square hotel,0.56,4.5,0.0,5.0,5.0,3.012
london,uk england london sofitel st james london,0.0,4.74,3.0,5.0,5.0,3.5480000000000005
london,uk england london somerset hotel,3.33,3.57,0.0,5.0,0.0,2.38
london,uk england london somerset kensington gardens,0.0,5.0,0.0,0.0,0.0,1.0
london,uk england london southwark rose hotel,2.04,5.0,0.0,5.0,5.0,3.408
london,uk england london so quartier nw6,0.0,2.5,0.0,0.0,0.0,0.5
london,uk england london space apart hotel,2.5,5.0,0.0,5.0,5.0,3.5
london,uk england london springfield hotel london,5.0,3.33,0.0,5.0,0.0,2.666
london,uk england london spring park hotel,1.67,0.0,0.0,5.0,0.0,1.334
london,uk england london stanley house,4.0,3.67,5.0,5.0,5.0,4.534000000000001
london,uk england london star hotel,0.0,5.0,0.0,0.0,5.0,2.0
london,uk england london staunton hotel,1.67,4.7,2.5,5.0,5.0,3.774
london,uk england london stonebridge park hotel,5.0,0.0,0.0,5.0,0.0,2.0
london,uk england london strand palace hotel,1.92,4.79,0.0,5.0,5.0,3.342
london,uk england london stylotel,2.14,5.0,0.0,5.0,5.0,3.428
london,uk england london st david s hotels,2.02,4.3,0.0,5.0,5.0,3.2640000000000002
london,uk england london st george hotel,0.0,5.0,5.0,5.0,5.0,4.0
london,uk england london st george s hotel,5.0,5.0,5.0,5.0,0.0,4.0
london,uk england london st giles hotel london,2.45,4.13,0.0,4.43,2.5,2.702
london,uk england london st james s hotel and club,0.0,5.0,1.67,5.0,5.0,3.3340000000000005
london,uk england london st mark hotel,5.0,3.75,5.0,5.0,0.0,3.75
london,uk england london st martins lane hotel,0.0,4.18,0.0,5.0,5.0,2.836
london,uk england london st peters hotel,0.0,5.0,0.0,0.0,5.0,2.0
london,uk england london sunborn yacht hotel,1.15,5.0,1.67,5.0,0.0,2.564
london,uk england london swinton hotel,1.67,1.76,0.0,5.0,0.0,1.686
london,uk england london swissotel the howard,0.0,4.49,0.0,5.0,5.0,2.898
london,uk england london sydney house,0.0,5.0,0.0,5.0,5.0,3.0
london,uk england london tavistock hotel,2.53,4.45,0.0,4.8,3.0,2.9560000000000004
london,uk england london thanet hotel,1.15,4.78,0.0,5.0,5.0,3.186
london,uk england london the academy,1.19,3.86,0.0,5.0,3.89,2.7880000000000003
london,uk england london the ascot hotel,3.24,0.33,0.0,3.46,0.0,1.4060000000000001
london,uk england london the balmoral house hotel,1.67,5.0,0.0,5.0,0.0,2.334
london,uk england london the barn hotel,0.0,2.0,0.0,5.0,5.0,2.4
london,uk england london the beauchamp,2.86,5.0,2.5,5.0,3.0,3.6719999999999997
london,uk england london the beaufort,0.0,4.76,0.0,4.5,5.0,2.852
london,uk england london the belgrove hotel,5.0,2.89,0.0,5.0,5.0,3.5780000000000003
london,uk england london the belvedere,5.0,5.0,0.0,5.0,5.0,4.0
london,uk england london the bentley hotel london the waldorf astoria collection,2.5,5.0,0.0,5.0,5.0,3.5
london,uk england london the berkeley,0.0,3.18,1.0,5.0,5.0,2.836
london,uk england london the bermondsey square hotel,0.0,5.0,1.67,5.0,3.57,3.048
london,uk england london the bloomsbury hotel,1.84,5.0,0.0,5.0,5.0,3.368
london,uk england london the bridge hotel,5.0,3.67,0.0,5.0,5.0,3.7340000000000004
london,uk england london the caesar,0.0,4.38,0.0,5.0,5.0,2.876
london,uk england london the capital hotel,0.0,5.0,1.67,5.0,5.0,3.3340000000000005
london,uk england london the cavendish london,0.0,4.83,2.78,5.0,4.0,3.322
london,uk england london the chesterfield mayfair hotel,0.33,5.0,1.25,5.0,4.44,3.2039999999999997
london,uk england london the clarendon hotel,2.5,3.57,0.0,0.0,5.0,2.214
london,uk england london the colonnade london,0.0,5.0,3.0,5.0,5.0,3.6
london,uk england london the columbia,1.67,5.0,0.0,4.23,5.0,3.18
london,uk england london the columbus hotel,5.0,3.13,0.0,5.0,0.0,2.626
london,uk england london the connaught,0.0,5.0,0.0,5.0,5.0,3.0
london,uk england london the continental hotel,5.0,1.67,0.0,0.0,0.0,1.334
london,uk england london the courthouse doubletree by hilton,1.0,4.47,0.0,4.29,5.0,2.952
london,uk england london the crescent hotel,0.0,5.0,5.0,5.0,5.0,4.0
london,uk england london the cumberland,0.0,3.89,0.0,4.85,2.5,2.248
london,uk england london the darlington hyde park,1.53,4.97,1.15,5.0,5.0,3.53
london,uk england london the dorchester,0.0,4.23,3.0,5.0,3.57,3.16
london,uk england london the dover hotel,3.5,4.14,0.0,3.57,5.0,3.242
london,uk england london the euro hotel,1.21,4.82,0.0,5.0,5.0,3.2060000000000004
london,uk england london the fielding hotel,3.0,3.64,0.0,5.0,5.0,3.3280000000000003
london,uk england london the fox goose hotel,3.33,5.0,1.67,5.0,5.0,4.0
london,uk england london the gainsborough hotel,0.0,3.75,0.0,3.0,5.0,2.35
london,uk england london the gallery hotel,1.0,4.19,0.0,4.38,5.0,2.914
london,uk england london the gate,0.0,3.75,0.0,5.0,0.0,1.75
london,uk england london the gateway hotel,5.0,5.0,0.0,0.0,0.0,2.0
london,uk england london the gore hotel,0.71,5.0,5.0,5.0,5.0,4.142
london,uk england london the goring,0.0,5.0,5.0,5.0,5.0,4.0
london,uk england london the grand at trafalgar square,1.29,4.93,0.63,5.0,5.0,3.37
london,uk england london the grosvenor,0.0,2.86,0.0,4.55,4.23,2.3280000000000003
london,uk england london the halkin,0.0,5.0,1.67,5.0,5.0,3.3340000000000005
london,uk england london the harrison gastro pub and hotel,5.0,5.0,0.0,0.0,0.0,2.0
london,uk england london the hempel,1.88,3.0,0.0,1.0,5.0,2.1759999999999997
london,uk england london the house hotel,0.0,5.0,0.0,5.0,0.0,2.0
london,uk england london the hyde park hotel,1.67,4.0,0.0,5.0,0.0,2.134
london,uk england london the hyde park towers hotel,2.04,3.69,0.0,4.7,5.0,3.086
london,uk england london the inn at kew gardens kew gardens hotel,0.0,5.0,0.0,0.0,0.0,1.0
london,uk england london the ivy house hotel,5.0,1.67,0.0,5.0,0.0,2.334
london,uk england london the kensington hotel,3.57,5.0,1.67,5.0,5.0,4.048
london,uk england london the kingsley by thistle,0.77,3.57,0.0,5.0,5.0,2.868
london,uk england london the lancaster,1.0,4.5,0.0,5.0,5.0,3.1
london,uk england london the landmark london,0.0,4.54,1.25,5.0,4.29,3.0159999999999996
london,uk england london the lanesborough a st regis hotel,0.0,5.0,1.67,5.0,5.0,3.3340000000000005
london,uk england london the langham london,0.0,3.97,2.14,5.0,5.0,3.222
london,uk england london the lennox hotel,0.0,5.0,0.0,5.0,5.0,3.0
london,uk england london the leonard hotel,2.89,5.0,0.0,4.17,5.0,3.4120000000000004
london,uk england london the levin,1.67,5.0,0.0,5.0,5.0,3.3340000000000005
london,uk england london the lonsdale hotel,3.33,1.15,0.0,5.0,5.0,2.896
london,uk england london the mansions apartments,2.14,3.46,0.0,5.0,0.0,2.12
london,uk england london the maranton house hotel,0.0,4.17,0.0,5.0,5.0,2.834
london,uk england london the marylebone hotel,0.0,4.51,3.0,4.8,5.0,3.4619999999999997
london,uk england london the may fair,0.0,3.65,1.15,4.39,4.09,2.6559999999999997
london,uk england london the metropolitan,0.0,4.17,5.0,5.0,5.0,3.8340000000000005
london,uk england london the milestone hotel,0.0,5.0,5.0,5.0,5.0,4.0
london,uk england london the montague on the gardens,0.69,4.92,0.0,5.0,5.0,3.122
london,uk england london the montcalm london,0.0,5.0,0.0,5.0,5.0,3.0
london,uk england london the new dome hotel,0.0,3.33,0.0,0.0,0.0,0.666
london,uk england london the norfolk towers hotel,2.5,3.25,0.0,3.75,5.0,2.9
london,uk england london the old bell,1.67,5.0,0.0,0.0,0.0,1.334
london,uk england london the omega hotel,3.57,3.46,0.0,5.0,5.0,3.406
london,uk england london the oxford hotel,2.0,4.63,0.0,4.17,5.0,3.16
london,uk england london the paddington hotel,3.0,2.78,0.0,5.0,0.0,2.1559999999999997
london,uk england london the parkcity,0.25,5.0,2.08,5.0,5.0,3.4659999999999997
london,uk england london the park lane sheraton hotel,0.0,2.46,0.16,4.67,5.0,2.4579999999999997
london,uk england london the pelham hotel,0.0,5.0,5.0,5.0,5.0,4.0
london,uk england london the penn club,0.0,5.0,5.0,5.0,0.0,3.0
london,uk england london the portland hotel,0.0,3.89,0.0,5.0,5.0,2.778
london,uk england london the quality maitrise hotel,5.0,5.0,0.0,5.0,5.0,4.0
london,uk england london the red lion hotel london,0.0,5.0,0.0,5.0,0.0,2.0
london,uk england london the rembrandt,1.0,4.35,0.45,5.0,5.0,3.16
london,uk england london the ritz london,0.0,3.75,0.71,3.57,0.71,1.7479999999999998
london,uk england london the rockwell,4.0,5.0,0.0,5.0,3.33,3.4659999999999997
london,uk england london the royal cambridge hotel,1.67,2.5,0.0,1.67,5.0,2.168
london,uk england london the royal trafalgar by thistle,2.86,4.49,0.0,5.0,0.0,2.4699999999999998
london,uk england london the sanctuary house hotel,1.36,4.91,0.0,5.0,5.0,3.254
london,uk england london the savoy,0.0,3.42,0.0,4.29,5.0,2.5420000000000003
london,uk england london the shaftesbury kensington,1.5,4.41,1.25,4.5,5.0,3.332
london,uk england london the soho hotel,0.0,5.0,1.67,4.38,5.0,3.21
london,uk england london the stafford hotel,0.0,5.0,0.0,5.0,5.0,3.0
london,uk england london the sumner hotel,1.3,4.94,2.06,4.78,5.0,3.6160000000000005
london,uk england london the tophams hotel belgravia,3.0,2.0,5.0,3.89,5.0,3.778
london,uk england london the tower,0.44,3.92,0.17,4.91,4.17,2.7220000000000004
london,uk england london the trafalgar hotel,0.0,4.73,0.0,5.0,5.0,2.946
london,uk england london the ventures hotel,5.0,0.33,0.0,0.0,0.0,1.066
london,uk england london the vicarage hotel,1.88,4.74,0.0,5.0,5.0,3.3240000000000003
london,uk england london the waldorf hilton,0.0,4.26,0.0,4.58,5.0,2.768
london,uk england london the york albany,0.0,0.0,0.0,5.0,0.0,1.0
london,uk england london the zetter,1.22,4.69,3.33,5.0,5.0,3.8480000000000003
london,uk england london think earl s court,0.0,5.0,0.0,5.0,0.0,2.0
london,uk england london thistle bloomsbury park,3.57,2.58,0.0,5.0,5.0,3.2299999999999995
london,uk england london thistle city barbican,1.33,3.39,0.0,3.46,5.0,2.636
london,uk england london thistle euston,0.0,4.17,0.0,4.57,3.57,2.462
london,uk england london thistle hyde park,0.0,5.0,0.0,3.0,5.0,2.6
london,uk england london thistle kensington gardens,2.43,3.84,0.0,4.21,1.67,2.43
london,uk england london thistle marble arch,0.0,4.37,0.0,4.85,3.75,2.594
london,uk england london thistle piccadilly,0.0,3.84,0.0,5.0,5.0,2.768
london,uk england london thistle selfridge,0.81,3.71,0.0,4.41,5.0,2.786
london,uk england london thistle westminster,0.71,4.18,0.0,5.0,5.0,2.978
london,uk england london threadneedles hotel,0.0,4.41,1.67,3.75,5.0,2.966
london,uk england london top hotel kensington gardens,2.0,4.57,0.0,5.0,5.0,3.314
london,uk england london travelodge chessington tolworth,2.5,4.05,0.0,5.0,0.0,2.31
london,uk england london travelodge city road,3.31,4.57,0.0,5.0,5.0,3.5760000000000005
london,uk england london travelodge high holborn,1.67,5.0,0.0,5.0,0.0,2.334
london,uk england london travelodge london aldgate east hotel,4.0,4.53,2.5,5.0,5.0,4.206
london,uk england london travelodge london barking,5.0,3.75,0.0,0.0,0.0,1.75
london,uk england london travelodge london battersea,4.52,4.38,0.0,2.5,5.0,3.28
london,uk england london travelodge london city airport hotel,2.83,4.38,0.0,5.0,5.0,3.442
london,uk england london travelodge london covent garden,3.1,4.14,0.0,5.0,5.0,3.4480000000000004
london,uk england london travelodge london docklands,3.18,3.82,0.0,5.0,5.0,3.4
london,uk england london travelodge london euston,4.41,4.71,0.0,5.0,0.0,2.8240000000000003
london,uk england london travelodge london farringdon,3.57,3.68,0.0,3.33,1.67,2.45
london,uk england london travelodge london fulham,5.0,5.0,0.0,5.0,0.0,3.0
london,uk england london travelodge london kew bridge,3.57,4.71,0.0,5.0,5.0,3.656
london,uk england london travelodge london kings cross,3.33,3.43,0.0,5.0,5.0,3.3519999999999994
london,uk england london travelodge london kings cross royal scot,3.88,3.76,0.0,3.38,5.0,3.2039999999999997
london,uk england london travelodge london liverpool street,4.62,3.77,0.0,4.17,5.0,3.5120000000000005
london,uk england london travelodge london marylebone,4.25,4.24,0.0,3.67,5.0,3.432
london,uk england london travelodge london park royal,2.86,2.6,0.0,2.5,5.0,2.592
london,uk england london travelodge london southwark,2.6,4.76,0.0,5.0,5.0,3.472
london,uk england london travelodge london tower bridge,2.92,4.86,5.0,5.0,5.0,4.556
london,uk england london travelodge london wimbledon,3.33,4.0,0.0,0.0,5.0,2.466
london,uk england london travelodge wembley,4.55,3.68,0.0,1.0,5.0,2.846
london,uk england london trebovir,3.57,5.0,0.0,5.0,5.0,3.714
london,uk england london tria,2.14,4.2,0.0,5.0,5.0,3.268
london,uk england london troy hotel,3.89,5.0,0.0,5.0,5.0,3.778
london,uk england london tudor court hotel,3.0,3.5,0.0,5.0,0.0,2.3
london,uk england london twenty nevern square,1.67,4.5,0.0,5.0,5.0,3.2340000000000004
london,uk england london umi london,2.58,4.42,0.0,5.0,2.5,2.9
london,uk england london vancouver studios,1.15,4.57,0.0,5.0,0.0,2.144
london,uk england london vandon house hotel,5.0,4.33,0.0,5.0,0.0,2.866
london,uk england london vegas hotel,5.0,0.0,0.0,3.0,5.0,2.6
london,uk england london victoria inn,3.67,3.54,0.0,5.0,5.0,3.442
london,uk england london victoria station hotel,0.0,0.0,0.0,0.0,0.0,0.0
london,uk england london victor hotel,2.14,3.53,0.0,5.0,5.0,3.134
london,uk england london viking hotel,5.0,5.0,0.0,5.0,0.0,3.0
london,uk england london wardonia hotel,3.81,4.76,0.0,5.0,5.0,3.714
london,uk england london warwick hotel,5.0,0.0,0.0,5.0,0.0,2.0
london,uk england london warwick house,0.0,0.0,0.0,5.0,5.0,2.0
london,uk england london washington mayfair hotel,0.6,4.25,1.25,4.09,5.0,3.038
london,uk england london waverley house hotel,1.67,3.06,0.0,5.0,3.0,2.5460000000000003
london,uk england london wedgewood hotel,0.71,0.79,0.0,2.14,0.0,0.728
london,uk england london wellington,5.0,5.0,0.0,5.0,0.0,3.0
london,uk england london westbury kensington,2.89,3.61,0.0,5.0,5.0,3.3
london,uk england london westbury mayfair,0.0,4.71,0.0,5.0,5.0,2.942
london,uk england london westland hotel,0.0,4.47,0.0,5.0,5.0,2.8939999999999997
london,uk england london westminster house hotel,5.0,2.86,0.0,5.0,5.0,3.572
london,uk england london westpoint hotel,2.67,4.64,0.0,5.0,5.0,3.4619999999999997
london,uk england london west cromwell hotel,2.14,4.05,0.0,5.0,0.0,2.238
london,uk england london west ham united hotel,5.0,5.0,0.0,5.0,0.0,3.0
london,uk england london whiteleaf hotel,2.33,0.61,0.0,5.0,0.0,1.5879999999999999
london,uk england london white house hotel,5.0,5.0,0.0,5.0,0.0,3.0
london,uk england london white lodge hotel,0.0,5.0,0.0,0.0,5.0,2.0
london,uk england london willett hotel,0.0,5.0,0.0,5.0,5.0,3.0
london,uk england london winchester hotel,1.67,4.11,0.0,5.0,5.0,3.156
london,uk england london windermere hotel,2.14,4.84,0.0,5.0,5.0,3.396
london,uk england london windmill on the common,0.0,5.0,5.0,5.0,0.0,3.0
london,uk england london windsor house hotel,1.82,4.27,0.0,5.0,5.0,3.218
london,uk england london woogo bayswater apartments london,1.67,1.67,0.0,5.0,0.0,1.668
london,uk england london wyndham grand london chelsea harbour,0.0,5.0,0.0,5.0,5.0,3.0
london,uk england london wyndham hotel,5.0,5.0,1.67,5.0,0.0,3.3340000000000005
london,uk england london york hotel,5.0,1.67,0.0,0.0,0.0,1.334
london,uk england london york house hotel,3.13,1.84,0.0,3.75,5.0,2.7439999999999998
montreal,can montreal aloft montreal airport,0.0,4.29,0.0,5.0,5.0,2.8579999999999997
montreal,can montreal auberge bonaparte,1.92,5.0,3.0,5.0,5.0,3.9840000000000004
montreal,can montreal auberge du vieux port,0.0,4.14,2.5,3.75,5.0,3.0780000000000003
montreal,can montreal auberge le pomerol,1.67,5.0,5.0,5.0,5.0,4.3340000000000005
montreal,can montreal auberge ywca hotel,0.0,2.5,0.0,5.0,0.0,1.5
montreal,can montreal best western europa downtown,4.29,4.02,0.0,5.0,5.0,3.662
montreal,can montreal best western ville marie hotel suite,0.0,3.33,5.0,5.0,0.0,2.666
montreal,can montreal candlewood suites montreal centre ville,1.67,4.58,5.0,5.0,5.0,4.25
montreal,can montreal chateau de l argoat,1.19,4.78,2.5,4.47,5.0,3.588
montreal,can montreal chateau versailles,0.45,4.31,0.71,5.0,5.0,3.094
montreal,can montreal clarion hotel suites downtown,3.0,3.61,0.0,4.0,0.0,2.122
montreal,can montreal comfort hotel suites downtown montreal,3.0,2.39,0.0,5.0,5.0,3.0780000000000003
montreal,can montreal comfort inn south,0.0,5.0,0.0,0.0,0.0,1.0
montreal,can montreal courtyard by marriott montreal airport,0.0,5.0,0.0,0.0,5.0,2.0
montreal,can montreal courtyard montreal downtown,2.0,4.25,0.0,4.17,5.0,3.084
montreal,can montreal crowne plaza hotel montreal airport,5.0,5.0,0.0,5.0,0.0,3.0
montreal,can montreal days hotel and conference center montreal metro,0.0,2.73,0.0,5.0,0.0,1.546
montreal,can montreal days inn montreal downtown,2.06,4.56,0.0,4.38,5.0,3.2
montreal,can montreal delta centre ville,0.0,4.02,0.0,4.62,5.0,2.728
montreal,can montreal delta montreal hotel,0.29,3.95,3.0,4.71,3.75,3.1399999999999997
montreal,can montreal econo lodge downtown,2.0,3.42,5.0,2.27,5.0,3.5379999999999994
montreal,can montreal embassy suites montreal,0.0,4.04,1.0,5.0,5.0,3.008
montreal,can montreal fairfield inn suites montreal airport,0.0,5.0,5.0,0.0,5.0,3.0
montreal,can montreal fairmont the queen elizabeth,0.0,4.46,2.78,4.71,4.38,3.2659999999999996
montreal,can montreal gouverneur hotel place dupuis,0.0,5.0,0.0,5.0,5.0,3.0
montreal,can montreal grand plaza montreal centre ville,0.0,4.0,5.0,4.47,0.0,2.694
montreal,can montreal hilton garden inn montreal centre ville,2.0,4.76,5.0,5.0,5.0,4.351999999999999
montreal,can montreal hilton montreal bonaventure,0.26,4.7,0.0,5.0,5.0,2.992
montreal,can montreal holiday inn express hotel suites montreal airport,1.67,5.0,0.0,0.0,2.5,1.834
montreal,can montreal holiday inn express montreal centre ville,2.33,4.45,0.0,5.0,5.0,3.3560000000000003
montreal,can montreal holiday inn montreal airport,2.14,1.67,5.0,1.67,1.67,2.43
montreal,can montreal holiday inn montreal midtown,1.88,3.48,0.0,5.0,1.0,2.272
montreal,can montreal holiday inn select montreal centre ville,1.25,4.53,1.67,5.0,5.0,3.4899999999999998
montreal,can montreal hotel 7 saisons,0.0,0.0,0.0,0.0,5.0,1.0
montreal,can montreal hotel a2k,5.0,5.0,0.0,5.0,0.0,3.0
montreal,can montreal hotel auberge universel,0.0,3.75,0.0,5.0,0.0,1.75
